 Type,BHK,Area,LocalityScore,Sqft,Age,SwimmingPool,Lift,JoggingTrack,IndoorGames,Gym,ClubHouse,ChildrenPlayArea,CarParking,ATM,Sports,MultipurposeRoom,Furniture,Price
Apartment,2,Bopal,8.7,1359,9,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,5000000
Apartment,2,Bopal,8.7,1200,0,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,4000000
Apartment,3,Bopal,8.7,1300,0,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,4400000
Apartment,4,Bopal,8.7,2775,1,1,1,0,1,1,1,1,1,0,0,1,Unfurnished,13320000
Apartment,2,Bopal,8.7,1260,8,1,1,1,0,1,1,0,1,0,0,0,Unfurnished,5400000
Apartment,4,Bopal,8.7,1700,5,1,1,0,1,1,1,1,0,0,0,1,Unfurnished,11500000
Apartment,3,Bopal,8.7,1440,1,0,1,1,1,0,1,1,1,0,1,0,Unfurnished,5300000
Apartment,3,Bopal,8.7,1720,7,0,1,1,0,1,1,1,1,0,0,0,Unfurnished,7200000
Apartment,2,Bopal,8.7,1170,5,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,5100000
Apartment,3,Bopal,8.7,2215,5,1,1,1,1,1,1,1,1,0,0,0,Furnished,12500000
Apartment,2,Bopal,8.7,870,0,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,4700000
Apartment,2,Bopal,8.7,1450,0,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,4640000
Apartment,2,Bopal,8.7,870,0,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,4640000
Apartment,3,Bopal,8.7,1470,5,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,8500000
Apartment,2,Bopal,8.7,1110,1,1,0,0,1,1,1,1,0,0,1,0,Unfurnished,4200000
Apartment,2,Bopal,8.7,1230,5,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,5400000
Apartment,3,Bopal,8.7,1200,0,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,4400000
Apartment,3,Bopal,8.7,2280,5,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,8500000
Apartment,3,Bopal,8.7,1470,7,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,7000000
Apartment,3,Bopal,8.7,1985,0,1,1,0,1,1,1,1,1,0,1,1,Unfurnished,6300000
Apartment,2,Bopal,8.7,1105,0,0,1,0,0,0,1,0,0,0,0,0,Unfurnished,4000000
Apartment,5,Bopal,8.7,3725,3,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,16762500
Apartment,3,Bopal,8.7,2415,3,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,10867500
Apartment,3,Bopal,8.7,2415,3,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,10143000
Apartment,3,Bopal,8.7,1919,8,1,1,1,0,1,1,0,1,0,0,0,Unfurnished,8000000
Apartment,2,Bopal,8.7,1200,1,1,1,1,1,1,1,1,1,1,1,0,Unfurnished,4800000
Apartment,3,Bopal,8.7,1450,1,1,1,1,1,1,1,1,1,1,1,0,Unfurnished,5500000
Apartment,2,Bopal,8.7,1215,1,0,1,1,1,0,1,1,1,0,1,0,Unfurnished,6700000
Apartment,3,Bopal,8.7,1985,0,1,1,0,1,0,1,1,1,0,0,1,Unfurnished,8500000
Apartment,5,Bopal,8.7,5600,1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,26100000
Apartment,4,Bopal,8.7,2900,3,1,1,1,0,1,1,1,1,0,0,1,Unfurnished,15000000
Apartment,3,Bopal,8.7,1470,5,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,7500000
Apartment,2,Bopal,8.7,1285,3,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,5200000
Apartment,3,Bopal,8.7,1435,1,1,1,0,1,1,1,1,1,0,0,0,Unfurnished,6000000
Apartment,2,Bopal,8.7,1273,3,1,1,0,1,1,1,1,1,0,0,0,Unfurnished,4500000
Apartment,2,Bopal,8.7,1450,-1,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,4640000
Apartment,1,Bopal,8.7,1175,0,0,1,0,0,1,1,0,0,0,0,0,Unfurnished,3760000
Apartment,1,Bopal,8.7,1200,0,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,3840000
Apartment,1,Bopal,8.7,1195,0,0,1,0,0,1,1,0,0,0,0,0,Unfurnished,3824000
Apartment,2,Bopal,8.7,1195,0,0,1,0,0,1,1,0,0,0,0,0,Unfurnished,3824000
Apartment,2,Bopal,8.7,1285,2,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,4700000
Apartment,3,Bopal,8.7,1700,0,1,1,0,1,1,1,1,1,0,0,1,Unfurnished,7000000
Independent House,3,Bopal,8.7,2475,5,0,0,1,1,1,1,1,0,0,1,0,Unfurnished,14000000
Apartment,3,Bopal,8.7,1490,5,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,6700000
Apartment,2,Bopal,8.7,999,1,0,1,1,1,0,1,1,1,0,1,0,Unfurnished,5000000
Apartment,3,Bopal,8.7,2025,6,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,8100000
Apartment,2,Bopal,8.7,1260,7,1,1,1,0,1,1,1,1,1,1,1,Unfurnished,5400000
Apartment,2,Bopal,8.7,1260,7,1,1,1,0,1,1,1,1,1,1,1,Unfurnished,5200000
Apartment,3,Bopal,8.7,2313,10,0,1,0,0,0,1,0,0,0,0,0,Unfurnished,7000000
Apartment,3,Bopal,8.7,1450,0,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,4640000
Apartment,2,Bopal,8.7,1200,0,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,3840000
Apartment,3,Bopal,8.7,2240,3,1,1,1,0,1,1,0,1,0,0,1,Unfurnished,10500000
Apartment,2,Bopal,8.7,1435,0,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,4735500
Apartment,1,Bopal,8.7,1185,0,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,3910500
Apartment,2,Bopal,8.7,1300,5,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,5500000
Apartment,3,Bopal,8.7,1548,7,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,7000000
Apartment,2,Bopal,8.7,1260,7,1,1,1,0,1,1,1,1,1,1,1,Unfurnished,5500000
Apartment,3,Bopal,8.7,1385,1,1,1,0,0,1,1,1,1,0,0,0,Unfurnished,6000000
Apartment,3,Bopal,8.7,1480,5,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,6800000
Apartment,3,Bopal,8.7,2350,7,0,1,1,1,1,1,1,1,0,0,0,Unfurnished,13000000
Apartment,2,Bopal,8.7,1273,1,1,1,0,1,1,1,1,1,0,0,0,Unfurnished,6300000
Apartment,4,Bopal,8.7,2727,-1,0,0,0,0,0,0,1,0,0,0,0,Unfurnished,19000000
Apartment,3,Bopal,8.7,1530,0,0,1,0,1,1,1,1,1,0,0,0,Unfurnished,5400900
Apartment,3,Bopal,8.7,1450,0,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,4495000
Apartment,4,Bopal,8.7,2775,1,1,1,0,1,1,1,1,1,0,0,1,Unfurnished,13875000
Apartment,3,Bopal,8.7,1465,3,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,6500000
Apartment,2,Bopal,8.7,1175,2,0,1,0,0,0,1,1,1,0,0,1,Unfurnished,4600000
Apartment,3,Bopal,8.7,1450,1,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,6200000
Apartment,3,Bopal,8.7,1400,1,1,1,0,0,1,1,1,1,0,1,0,Unfurnished,6500000
Apartment,2,Bopal,8.7,1185,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,4500000
Apartment,3,Bopal,8.7,1440,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,6000000
Apartment,3,Bopal,8.7,2340,7,0,1,1,1,1,1,1,1,0,1,0,Unfurnished,10000000
Apartment,2,Bopal,8.7,2025,6,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,8500000
Apartment,3,Bopal,8.7,1485,5,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,6500000
Apartment,2,Bopal,8.7,1375,1,0,1,1,1,1,1,1,1,0,0,1,Unfurnished,5200000
Apartment,2,Bopal,8.7,1385,1,1,1,0,0,1,1,1,1,0,1,0,Unfurnished,6400000
Apartment,1,Bopal,8.7,1341,9,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,4700000
Apartment,1,Bopal,8.7,1200,6,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,3600000
Apartment,2,Bopal,8.7,1200,0,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,4200000
Apartment,3,Bopal,8.7,1450,0,1,1,0,0,1,1,1,0,0,0,0,Unfurnished,5075000
Apartment,3,Bopal,8.7,1430,0,1,1,0,1,1,1,1,1,0,0,0,Unfurnished,4576000
Apartment,1,Bopal,8.7,1273,-1,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,4800000
Apartment,3,Bopal,8.7,3835,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,14152000
Apartment,2,Bopal,8.7,1035,12,0,1,0,0,0,0,1,0,0,0,0,Semi-Furnished,2900000
Apartment,3,Bopal,8.7,1430,0,0,1,0,1,1,1,1,1,0,0,0,Unfurnished,4300000
Apartment,4,Bopal,8.7,3000,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,19500000
Apartment,2,Bopal,8.7,1285,0,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,4240500
Apartment,3,Bopal,8.7,1480,0,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,5772000
Apartment,4,Bopal,8.7,2810,1,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,15174000
Apartment,4,Bopal,8.7,3800,1,0,1,0,0,1,0,1,0,0,0,0,Unfurnished,15960000
Apartment,3,Bopal,8.7,1435,0,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,5560625
Apartment,2,Bopal,8.7,1053,5,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,3300000
Apartment,3,Bopal,8.7,1985,2,1,1,0,1,1,1,1,1,0,1,1,Unfurnished,8500000
Apartment,2,Bopal,8.7,1433,-1,1,1,0,0,1,1,1,1,0,1,0,Unfurnished,6500000
Apartment,2,Bopal,8.7,1470,-1,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,7000000
Apartment,1,Bopal,8.7,1235,-1,1,1,1,0,1,1,1,1,1,1,0,Unfurnished,4200000
Apartment,3,Bopal,8.7,1440,0,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,5550000
Apartment,3,Bopal,8.7,1440,0,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,5904000
Apartment,3,Bopal,8.7,1985,0,1,1,0,1,1,1,1,1,0,1,1,Semi-Furnished,6749000
Apartment,3,Bopal,8.7,1725,0,1,1,0,1,1,1,1,1,0,1,1,Unfurnished,5865000
Apartment,3,Bopal,8.7,1450,0,1,1,0,0,1,1,1,1,0,1,0,Unfurnished,4350000
Apartment,2,Bopal,8.7,1200,0,1,1,0,0,1,1,1,1,0,1,0,Unfurnished,3600000
Apartment,3,Bopal,8.7,2000,8,1,1,1,0,1,1,1,1,0,0,0,Semi-Furnished,10000000
Apartment,2,Bopal,8.7,2000,6,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,10000000
Apartment,2,Bopal,8.7,2000,6,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,10000000
Apartment,2,Bopal,8.7,2214,5,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,10500000
Apartment,2,Bopal,8.7,2450,1,1,1,0,1,1,1,1,1,0,0,1,Semi-Furnished,12500000
Apartment,2,Bopal,8.7,1400,1,1,1,0,0,1,1,1,1,0,1,0,Unfurnished,6300000
Apartment,3,Bopal,8.7,1620,8,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,7500000
Apartment,2,Bopal,8.7,1175,1,0,1,0,0,1,1,1,1,0,1,1,Semi-Furnished,4500000
Apartment,2,Bopal,8.7,1230,4,1,1,0,0,1,0,1,0,0,1,0,Unfurnished,5500000
Apartment,2,Bopal,8.7,1240,1,1,1,0,1,1,1,1,1,0,1,0,Furnished,5200000
Apartment,1,Bopal,8.7,1185,0,0,1,0,1,1,1,1,1,0,1,0,Unfurnished,4200000
Apartment,2,Bopal,8.7,1440,1,0,1,1,1,1,1,1,1,0,1,0,Unfurnished,5800000
Apartment,2,Bopal,8.7,1330,2,1,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,5800000
Apartment,3,Bopal,8.7,2800,8,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,13200000
Apartment,2,Bopal,8.7,1470,0,0,1,0,1,1,1,1,1,0,1,0,Unfurnished,5080005
Apartment,2,Bopal,8.7,1220,5,1,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,5440000
Apartment,1,Bopal,8.7,1170,1,0,1,1,1,1,1,1,1,0,1,1,Semi-Furnished,5500000
Apartment,2,Bopal,8.7,1905,8,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,8500000
Apartment,2,Bopal,8.7,2115,6,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,9600000
Apartment,2,Bopal,8.7,1260,7,1,1,1,0,1,1,1,1,1,1,1,Semi-Furnished,4600000
Apartment,1,Bopal,8.7,1250,5,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,5400000
Apartment,1,Bopal,8.7,1100,0,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,4600000
Apartment,2,Bopal,8.7,1213,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,4366800
Apartment,3,Bopal,8.7,1480,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,5328000
Apartment,2,Bopal,8.7,1185,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,3792000
Apartment,3,Bopal,8.7,1450,0,1,1,0,1,1,1,1,0,0,1,1,Unfurnished,4060000
Apartment,2,Bopal,8.7,1440,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,4100000
Apartment,1,Bopal,8.7,1118,1,1,1,0,1,1,1,1,0,0,1,0,Semi-Furnished,4900000
Apartment,2,Bopal,8.7,1200,0,1,1,0,1,1,1,1,0,0,1,1,Unfurnished,3720000
Apartment,2,Bopal,8.7,1195,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,3824000
Apartment,2,Bopal,8.7,1205,0,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,4700000
Apartment,2,Bopal,8.7,1060,0,0,1,0,0,1,0,1,0,0,1,0,Unfurnished,3750000
Villa,4,Bopal,8.7,4950,-1,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,31100000
Apartment,3,Bopal,8.7,1376,1,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,4816000
Independent House,3,Bopal,8.7,1530,11,0,0,0,0,0,0,1,0,0,0,0,Furnished,9000000
Apartment,1,Bopal,8.7,1400,5,1,1,0,1,1,0,1,0,0,0,1,Unfurnished,5500000
Villa,3,Bopal,8.7,3798,-1,1,0,0,0,1,1,1,0,0,1,0,Unfurnished,40000000
Villa,2,Bopal,8.7,1710,-1,0,0,0,0,1,0,1,0,0,0,0,Semi-Furnished,13000000
Apartment,2,Bopal,8.7,1170,4,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,3500000
Apartment,1,Bopal,8.7,670,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,2300000
Apartment,3,Bopal,8.7,1440,1,0,1,1,1,0,1,1,1,0,1,0,Unfurnished,6000000
Apartment,5,Bopal,8.7,3725,-1,1,1,1,0,1,1,0,1,0,0,1,Unfurnished,16762500
Apartment,4,Bopal,8.7,3200,7,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,15300000
Apartment,3,Bopal,8.7,1435,-1,1,1,0,1,1,1,1,1,0,0,0,Unfurnished,6100000
Apartment,3,Bopal,8.7,1433,-1,1,1,0,0,1,1,1,1,0,0,0,Unfurnished,6800000
Independent House,3,Bopal,8.7,855,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,7000000
Apartment,3,Bopal,8.7,1725,-1,1,1,0,1,0,1,1,1,0,0,1,Unfurnished,5400000
Apartment,4,Bopal,8.7,2775,1,1,1,0,1,1,0,1,1,0,0,1,Unfurnished,16000000
Apartment,3,Bopal,8.7,2450,1,1,1,0,1,1,0,1,1,0,0,1,Unfurnished,14000000
Apartment,3,Bopal,8.7,1610,1,1,1,0,0,1,1,1,1,0,0,0,Unfurnished,6200000
Apartment,3,Bopal,8.7,1395,1,1,0,0,1,1,1,1,0,0,1,0,Unfurnished,5500000
Apartment,3,Bopal,8.7,1470,-1,1,1,1,0,1,1,0,1,0,0,0,Unfurnished,6500000
Apartment,3,Bopal,8.7,1490,5,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,7000000
Apartment,3,Bopal,8.7,1545,5,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,6700000
Apartment,2,Bopal,8.7,1250,5,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,5400000
Apartment,3,Bopal,8.7,2040,7,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,8500000
Apartment,3,Bopal,8.7,2350,7,0,1,1,1,1,1,1,1,0,0,0,Unfurnished,10300000
Apartment,3,Bopal,8.7,2450,1,1,1,0,1,1,1,1,1,0,1,1,Furnished,17000000
Apartment,2,Bopal,8.7,1436,3,1,1,1,1,1,1,1,1,0,1,0,Furnished,7400000
Apartment,2,Bopal,8.7,1985,-1,1,1,0,1,1,1,1,1,0,1,1,Unfurnished,6400000
Apartment,2,Bopal,8.7,1750,7,0,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,7500000
Apartment,2,Bopal,8.7,1380,2,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,6000000
Apartment,2,Bopal,8.7,1400,1,1,1,0,0,1,1,1,1,0,1,0,Unfurnished,6200000
Apartment,2,Bopal,8.7,2360,7,0,1,1,1,1,1,1,1,0,1,0,Unfurnished,10500000
Apartment,2,Bopal,8.7,1860,8,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,10500000
Apartment,2,Bopal,8.7,2115,6,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,10000000
Apartment,2,Bopal,8.7,2415,-1,1,1,1,0,1,1,0,1,0,0,1,Unfurnished,10600000
Apartment,2,Bopal,8.7,1435,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,4300000
Apartment,2,Bopal,8.7,1629,7,0,1,1,0,1,1,1,1,0,1,0,Unfurnished,7300000
Apartment,4,Bopal,8.7,2825,5,1,1,0,1,1,1,1,0,0,1,1,Semi-Furnished,11500000
Apartment,3,Bopal,8.7,2285,3,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,12000000
Apartment,1,Bopal,8.7,1053,-1,0,1,0,0,0,1,1,0,0,1,0,Unfurnished,3400000
Apartment,2,Bopal,8.7,2215,-1,1,1,1,0,1,1,1,1,0,1,1,Semi-Furnished,12000000
Independent House,4,Bopal,8.7,2025,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,17500000
Apartment,4,Bopal,8.7,3538,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,14152000
Apartment,3,Bopal,8.7,1548,-1,1,1,0,0,1,1,1,0,0,1,0,Semi-Furnished,8000000
Apartment,3,Bopal,8.7,1435,-1,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,5800000
Apartment,3,Bopal,8.7,1385,1,1,1,0,0,1,1,1,1,0,1,0,Unfurnished,6000000
Apartment,3,Bopal,8.7,2025,6,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,8500000
Apartment,3,Bopal,8.7,1440,1,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,5800000
Apartment,3,Bopal,8.7,1440,1,0,1,1,1,1,1,1,1,0,1,0,Unfurnished,5700000
Apartment,2,Bopal,8.7,1305,11,0,1,1,0,0,0,0,1,0,1,0,Unfurnished,4200000
Apartment,2,Bopal,8.7,1215,1,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,4800000
Apartment,3,Bopal,8.7,2350,7,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,10000000
Apartment,3,Bopal,8.7,1450,5,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,6700000
Apartment,2,Bopal,8.7,1180,1,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,5300000
Apartment,3,Bopal,8.7,1480,5,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,6700000
Apartment,2,Bopal,8.7,1120,1,1,1,0,1,1,1,1,0,0,1,0,Unfurnished,4900000
Apartment,3,Bopal,8.7,1048,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5000000
Villa,4,Bopal,8.7,3555,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,24500000
Apartment,2,Bopal,8.7,1330,2,1,1,1,1,1,1,1,1,0,0,0,Semi-Furnished,5800000
Apartment,1,Bopal,8.7,1375,1,0,1,1,1,1,0,1,1,0,0,1,Semi-Furnished,6000000
Apartment,1,Bopal,8.7,1490,5,1,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,6500000
Apartment,1,Bopal,8.7,1260,8,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,5500000
Apartment,2,Bopal,8.7,1410,1,1,1,0,0,1,1,1,1,0,1,0,Semi-Furnished,6250000
Apartment,2,Bopal,8.7,2025,6,1,1,1,1,1,1,1,1,0,0,1,Semi-Furnished,8000000
Apartment,1,Bopal,8.7,1230,5,1,1,1,1,1,1,1,1,0,1,1,Semi-Furnished,5300000
Apartment,2,Bopal,8.7,2115,6,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,9500000
Apartment,3,Bopal,8.7,1885,8,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,9000000
Apartment,2,Bopal,8.7,1113,6,1,1,1,0,1,1,1,1,0,0,0,Semi-Furnished,5000000
Apartment,3,Bopal,8.7,2800,8,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,12500000
Apartment,2,Bopal,8.7,1620,8,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,7500000
Apartment,2,Bopal,8.7,2350,7,0,1,1,1,1,1,1,1,0,0,0,Semi-Furnished,10500000
Apartment,2,Bopal,8.7,2040,7,1,1,1,1,1,1,1,1,0,1,1,Semi-Furnished,9000000
Apartment,2,Bopal,8.7,1860,8,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,9000000
Apartment,2,Bopal,8.7,1692,7,1,1,1,0,1,1,1,1,0,0,0,Semi-Furnished,7300000
Apartment,3,Bopal,8.7,2775,1,1,1,0,1,1,0,1,1,0,1,1,Unfurnished,12500000
Apartment,3,Bopal,8.7,3800,7,1,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,16400000
Apartment,2,Bopal,8.7,2214,5,1,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,9500000
Apartment,3,Bopal,8.7,2285,6,1,1,1,0,1,1,1,1,0,1,1,Furnished,12000000
Apartment,2,Bopal,8.7,1170,5,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,3600000
Apartment,3,Bopal,8.7,1470,10,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,6751000
Apartment,2,Bopal,8.7,1195,-1,0,1,0,0,0,1,0,0,0,0,0,Unfurnished,4800000
Apartment,2,Bopal,8.7,1075,0,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4022222
Apartment,3,Bopal,8.7,1854,8,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,11500000
Apartment,4,Bopal,8.7,5615,-1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,25800000
Apartment,4,Bopal,8.7,4015,-1,1,1,1,0,1,1,1,1,0,1,1,Semi-Furnished,18500000
Apartment,1,Bopal,8.7,1435,-1,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,5500000
Independent House,3,Bopal,8.7,2115,-1,0,0,0,0,0,0,1,0,0,0,0,Unfurnished,13500000
Apartment,2,Bopal,8.7,1385,1,1,1,0,0,1,1,1,1,0,1,0,Semi-Furnished,6500000
Apartment,2,Bopal,8.7,1430,0,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,4433000
Apartment,3,Bopal,8.7,2700,1,1,1,0,1,1,1,1,1,0,1,1,Unfurnished,15600000
Apartment,4,Bopal,8.7,3600,7,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,19800000
Apartment,2,Bopal,8.7,1120,2,1,1,0,1,1,1,1,1,0,1,0,Furnished,5300000
Apartment,1,Bopal,8.7,1415,-1,1,1,0,0,1,0,1,0,0,0,0,Unfurnished,5500000
Apartment,1,Bopal,8.7,1273,-1,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,5100000
Apartment,2,Bopal,8.7,1187,-1,0,1,0,0,1,0,1,0,0,0,0,Semi-Furnished,5300000
Apartment,1,Bopal,8.7,1435,-1,1,1,0,1,1,1,1,1,0,0,0,Unfurnished,6200000
Apartment,2,Bopal,8.7,1440,-1,1,1,1,0,1,1,1,1,0,0,0,Semi-Furnished,6500000
Apartment,2,Bopal,8.7,1305,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,4300000
Apartment,3,Bopal,8.7,1425,1,1,1,0,0,1,1,1,1,0,0,0,Unfurnished,6300000
Apartment,2,Bopal,8.7,1430,0,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,4290000
Apartment,4,Bopal,8.7,2650,1,1,1,0,1,1,0,1,1,0,0,1,Unfurnished,13300000
Apartment,2,Bopal,8.7,1435,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,5022500
Apartment,3,Bopal,8.7,1503,2,0,1,0,1,1,0,1,1,0,0,0,Unfurnished,7000000
Apartment,3,Bopal,8.7,1725,0,1,1,0,1,1,1,1,1,0,0,1,Unfurnished,5520000
Apartment,3,Bopal,8.7,1470,0,0,1,0,1,1,1,1,1,0,1,0,Unfurnished,4900000
Apartment,3,Bopal,8.7,1430,0,0,1,0,1,1,1,1,1,0,1,0,Unfurnished,4218500
Apartment,4,Bopal,8.7,5615,-1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,23583000
Apartment,4,Bopal,8.7,3735,-1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,15687000
Apartment,2,Bopal,8.7,2285,-1,1,1,1,0,1,1,1,1,0,1,1,Furnished,11500000
Apartment,3,Bopal,8.7,4315,-1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,18123000
Apartment,3,Bopal,8.7,2965,-1,1,1,1,0,1,1,1,1,0,1,1,Furnished,13500000
Apartment,3,Bopal,8.7,4315,-1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,18986000
Apartment,2,Bopal,8.7,1985,-1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,8337000
Apartment,3,Bopal,8.7,2905,-1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,12782000
Apartment,2,Bopal,8.7,2415,-1,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,10143000
Apartment,3,Bopal,8.7,2610,-1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,11484000
Apartment,3,Bopal,8.7,2240,1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,9100000
Apartment,4,Bopal,8.7,4315,2,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,18123000
Apartment,3,Bopal,8.7,2415,1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,10626000
Apartment,5,Bopal,8.7,5470,1,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,23500000
Apartment,4,Bopal,8.7,2700,1,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,15700000
