 Type,BHK,Area,LocalityScore,Sqft,Age,SwimmingPool,Lift,JoggingTrack,IndoorGames,Gym,ClubHouse,ChildrenPlayArea,CarParking,ATM,Sports,MultipurposeRoom,Furniture,Price
Apartment,1,Thaltej,8.8,1179,-1,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,5700000
Apartment,2,Thaltej,8.8,1385,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,8400000
Villa,4,Thaltej,8.8,2700,15,0,0,0,0,0,1,1,0,0,0,0,Unfurnished,20000000
Apartment,3,Thaltej,8.8,1665,9,1,1,0,0,1,0,1,1,0,1,0,Unfurnished,10000000
Apartment,3,Thaltej,8.8,1700,1,0,1,1,1,1,1,1,1,0,0,1,Unfurnished,8500000
Apartment,3,Thaltej,8.8,1650,6,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,10000000
Apartment,3,Thaltej,8.8,2240,1,1,1,0,0,1,1,1,1,0,1,0,Unfurnished,13400000
Apartment,3,Thaltej,8.8,2178,1,1,1,0,0,1,1,1,1,0,1,0,Semi-Furnished,14000000
Apartment,3,Thaltej,8.8,1385,1,0,1,1,1,1,1,1,1,0,0,1,Unfurnished,6925000
Apartment,3,Thaltej,8.8,2810,0,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,15174000
Apartment,3,Thaltej,8.8,1440,10,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,6500000
Apartment,1,Thaltej,8.8,1179,1,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,3537000
Apartment,3,Thaltej,8.8,3425,-1,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,19522500
Apartment,3,Thaltej,8.8,1854,6,1,1,1,1,1,1,1,0,0,0,0,Semi-Furnished,12100000
Apartment,3,Thaltej,8.8,1655,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,8275000
Apartment,3,Thaltej,8.8,2100,6,1,1,1,1,1,1,1,1,1,1,1,Furnished,17500000
Apartment,3,Thaltej,8.8,1710,1,0,1,0,0,1,0,0,1,0,0,0,Semi-Furnished,8800000
Apartment,4,Thaltej,8.8,2666,3,1,1,0,1,1,0,1,1,0,0,0,Unfurnished,19900000
Apartment,4,Thaltej,8.8,5100,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,37000000
Independent House,3,Thaltej,8.8,2250,0,0,0,0,0,0,0,1,1,0,1,0,Unfurnished,22000000
Apartment,4,Thaltej,8.8,5100,2,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,36500000
Apartment,3,Thaltej,8.8,2295,3,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,14458000
Apartment,4,Thaltej,8.8,3560,11,0,1,1,1,1,1,1,0,0,0,0,Furnished,31500000
Apartment,3,Thaltej,8.8,2205,6,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,15400000
Apartment,3,Thaltej,8.8,1385,1,0,1,1,0,1,1,0,1,0,0,0,Unfurnished,7063500
Apartment,2,Thaltej,8.8,2178,1,1,1,0,0,1,1,1,1,0,1,0,Semi-Furnished,15000000
Apartment,3,Thaltej,8.8,3100,1,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,21100000
Apartment,4,Thaltej,8.8,5100,1,1,1,0,0,1,1,1,1,0,1,1,Unfurnished,36500000
Apartment,3,Thaltej,8.8,1908,1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,9900000
Villa,4,Thaltej,8.8,2025,6,0,0,0,0,0,0,0,1,0,0,0,Furnished,30000000
Apartment,3,Thaltej,8.8,2250,6,1,1,0,1,1,1,1,0,0,1,0,Unfurnished,10500000
Apartment,3,Thaltej,8.8,1350,28,0,0,0,0,0,0,0,1,1,0,0,Furnished,6500000
Independent House,4,Thaltej,8.8,3420,9,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,30000000
Apartment,3,Thaltej,8.8,1925,9,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,10010000
Apartment,3,Thaltej,8.8,2250,9,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,9000000
Apartment,3,Thaltej,8.8,2403,1,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,15138900
Apartment,3,Thaltej,8.8,2205,6,1,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,15500000
Villa,3,Thaltej,8.8,1530,11,0,0,1,0,0,0,1,1,0,0,0,Semi-Furnished,18500000
Apartment,3,Thaltej,8.8,1853,6,1,1,1,1,1,0,1,0,0,0,0,Semi-Furnished,12500000
Villa,4,Thaltej,8.8,2250,15,0,0,0,0,0,0,0,1,0,0,0,Furnished,21500000
Apartment,3,Thaltej,8.8,1998,8,1,1,1,1,1,1,1,1,0,0,0,Semi-Furnished,11500000
Apartment,3,Thaltej,8.8,1385,1,0,1,1,0,1,1,0,1,0,0,0,Unfurnished,7961146
Villa,4,Thaltej,8.8,2484,11,0,0,0,0,0,0,0,1,1,0,0,Furnished,28500000
Villa,4,Thaltej,8.8,1620,11,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,13500000
Apartment,4,Thaltej,8.8,4600,0,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,37500000
Apartment,4,Thaltej,8.8,3702,0,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,19990000
Apartment,2,Thaltej,8.8,1745,1,0,1,1,1,1,1,1,1,0,0,1,Unfurnished,9500000
Apartment,3,Thaltej,8.8,1700,2,0,0,1,1,1,1,1,1,0,0,1,Unfurnished,8500000
Apartment,3,Thaltej,8.8,1503,13,0,1,0,0,0,0,1,1,1,0,0,Semi-Furnished,8500000
Villa,4,Thaltej,8.8,2394,5,1,0,1,1,1,1,1,1,1,1,0,Semi-Furnished,30000000
Apartment,3,Thaltej,8.8,1700,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,8500000
Apartment,4,Thaltej,8.8,2364,20,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,15555555
Apartment,3,Thaltej,8.8,2250,6,1,1,0,1,1,0,0,1,0,0,0,Unfurnished,10300000
Apartment,4,Thaltej,8.8,2412,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,17300000
Apartment,3,Thaltej,8.8,1655,-1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,8275000
Apartment,4,Thaltej,8.8,2799,6,1,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,19100000
Villa,4,Thaltej,8.8,2394,13,0,0,1,0,0,0,1,1,0,0,0,Furnished,30000000
Villa,3,Thaltej,8.8,2522,-1,0,0,0,0,0,0,1,0,0,0,0,Furnished,37500000
Independent House,4,Thaltej,8.8,4185,11,0,0,0,0,0,0,1,0,0,0,0,Furnished,60000000
Apartment,3,Thaltej,8.8,1845,9,1,1,1,0,1,1,1,1,1,1,0,Furnished,13000000
Apartment,3,Thaltej,8.8,2250,6,1,1,0,1,1,0,1,0,0,0,0,Semi-Furnished,10000000
Apartment,3,Thaltej,8.8,1700,3,0,1,0,0,0,1,1,0,0,0,0,Semi-Furnished,16500000
Apartment,3,Thaltej,8.8,1710,1,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,8500000
Apartment,3,Thaltej,8.8,1900,4,1,1,1,1,1,1,1,1,1,1,1,Furnished,12000000
Apartment,3,Thaltej,8.8,2205,8,1,1,1,1,1,1,1,1,0,0,0,Semi-Furnished,11000000
Apartment,2,Thaltej,8.8,2550,9,1,1,1,1,1,1,1,0,0,1,1,Furnished,21000000
Apartment,2,Thaltej,8.8,2100,7,1,1,1,0,1,1,1,0,0,1,0,Furnished,17200000
Apartment,3,Thaltej,8.8,2406,6,1,1,1,1,1,1,1,1,1,1,0,Furnished,15000000
Apartment,4,Thaltej,8.8,2799,4,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,21000000
Apartment,3,Thaltej,8.8,1745,1,0,1,1,0,1,1,0,1,0,0,0,Unfurnished,10616824
Villa,5,Thaltej,8.8,5130,6,0,1,1,1,1,1,1,0,0,1,0,Unfurnished,63000000
Villa,5,Thaltej,8.8,4275,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,72499999
Apartment,3,Thaltej,8.8,1900,8,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,13500000
Apartment,3,Thaltej,8.8,2799,6,1,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,21000000
Apartment,3,Thaltej,8.8,3393,6,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,24000000
Apartment,2,Thaltej,8.8,2800,6,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,19040000
Apartment,3,Thaltej,8.8,2700,10,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,13500000
Apartment,4,Thaltej,8.8,2466,10,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,16100000
Apartment,3,Thaltej,8.8,1395,10,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,7800000
Apartment,3,Thaltej,8.8,1350,10,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,7500000
Apartment,3,Thaltej,8.8,2160,10,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,12000000
Apartment,3,Thaltej,8.8,1710,1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,8800000
Apartment,2,Thaltej,8.8,1800,10,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,6200000
Apartment,4,Thaltej,8.8,3240,10,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,20000000
Apartment,3,Thaltej,8.8,1503,10,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,9200000
Independent House,4,Thaltej,8.8,3825,6,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,36000000
Independent House,4,Thaltej,8.8,2412,8,0,0,0,0,0,1,0,1,0,0,0,Unfurnished,18500000
Apartment,2,Thaltej,8.8,1125,10,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5900000
Apartment,3,Thaltej,8.8,2200,10,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,12100000
Apartment,3,Thaltej,8.8,1260,10,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,6500000
Apartment,3,Thaltej,8.8,2700,10,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,15000000
Independent House,2,Thaltej,8.8,2070,9,0,0,0,0,1,0,1,0,0,0,0,Furnished,35000000
Independent House,3,Thaltej,8.8,4185,-1,0,0,0,0,0,0,1,0,0,0,0,Furnished,57500000
Independent House,3,Thaltej,8.8,3375,-1,0,0,0,0,0,0,1,0,0,0,0,Furnished,47500000
Independent House,3,Thaltej,8.8,3375,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,43500000
Apartment,3,Thaltej,8.8,1650,1,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,10400000
Apartment,4,Thaltej,8.8,4212,1,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,30326400
Apartment,2,Thaltej,8.8,990,10,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,6000000
Apartment,3,Thaltej,8.8,1665,9,1,1,0,0,1,0,1,0,0,0,0,Unfurnished,11000000
Apartment,4,Thaltej,8.8,2585,8,1,1,0,0,1,1,1,0,0,0,0,Unfurnished,20000000
Apartment,4,Thaltej,8.8,2640,2,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,19008000
Apartment,4,Thaltej,8.8,2666,2,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,38500000
Apartment,3,Thaltej,8.8,1745,1,0,1,1,1,1,1,1,1,0,0,1,Unfurnished,9772000
Apartment,3,Thaltej,8.8,2007,6,1,1,1,0,1,1,1,1,0,1,0,Furnished,16200000
Apartment,3,Thaltej,8.8,2666,2,1,1,0,1,0,0,1,1,0,0,0,Furnished,31100000
Apartment,3,Thaltej,8.8,2620,6,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,19500000
Apartment,3,Thaltej,8.8,2100,7,1,1,1,0,1,1,1,0,0,1,0,Furnished,18000000
Apartment,3,Thaltej,8.8,1845,9,1,1,0,0,1,0,1,0,0,0,0,Unfurnished,13000000
Apartment,3,Thaltej,8.8,2666,2,1,1,0,1,0,0,1,1,0,0,0,Furnished,38500000
Apartment,2,Thaltej,8.8,1655,1,0,1,1,1,1,1,1,1,0,0,1,Unfurnished,8700000
Apartment,3,Thaltej,8.8,5100,2,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,37230000
Apartment,2,Thaltej,8.8,1900,4,0,1,1,1,1,1,1,1,1,0,1,Furnished,14000000
Apartment,3,Thaltej,8.8,2142,6,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,10700000
Apartment,2,Thaltej,8.8,1665,9,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,10100000
Apartment,3,Thaltej,8.8,1385,1,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,6648000
Apartment,3,Thaltej,8.8,1385,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,8109500
Apartment,3,Thaltej,8.8,1845,7,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,8000000
Apartment,4,Thaltej,8.8,5000,5,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,45000000
Independent Floor,3,Thaltej,8.8,4770,5,0,1,0,0,1,0,1,0,0,0,0,Unfurnished,17000000
Apartment,3,Thaltej,8.8,1980,12,0,1,0,0,0,0,1,0,0,0,0,Furnished,10000000
Apartment,3,Thaltej,8.8,3400,0,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,23000000
Apartment,3,Thaltej,8.8,3400,0,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,22100000
Independent House,4,Thaltej,8.8,3150,10,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,25000000
Independent House,5,Thaltej,8.8,5085,10,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,60000000
Independent House,3,Thaltej,8.8,3375,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,42500000
Apartment,2,Thaltej,8.8,1980,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,13500000
Apartment,4,Thaltej,8.8,5215,5,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,38500000
Independent House,2,Thaltej,8.8,2205,-1,0,0,0,0,0,0,0,0,0,0,0,Furnished,31500000
Apartment,3,Thaltej,8.8,2000,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,30000000
Apartment,2,Thaltej,8.8,2295,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,14459000
Apartment,2,Thaltej,8.8,1908,-1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,11100000
Independent House,3,Thaltej,8.8,1800,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,30000000
Apartment,2,Thaltej,8.8,1665,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,14000000
Apartment,4,Thaltej,8.8,5100,2,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,38000000
Apartment,3,Thaltej,8.8,2412,2,0,1,1,0,1,1,1,1,0,1,0,Unfurnished,17300000
Apartment,3,Thaltej,8.8,3100,1,0,1,0,0,1,0,1,0,0,1,0,Semi-Furnished,21000000
Apartment,4,Thaltej,8.8,3430,11,0,1,1,1,1,1,1,0,0,1,0,Furnished,31500000
Apartment,2,Thaltej,8.8,1500,1,0,1,1,1,1,1,1,1,0,1,0,Unfurnished,5700000
Apartment,4,Thaltej,8.8,2666,2,1,1,0,1,1,1,1,1,0,1,0,Unfurnished,25600000
Apartment,3,Thaltej,8.8,1251,0,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,14800000
Apartment,4,Thaltej,8.8,3242,2,0,1,1,0,1,1,1,1,0,1,0,Unfurnished,23400000
Apartment,2,Thaltej,8.8,1180,4,0,1,0,1,1,1,1,0,0,0,1,Unfurnished,5500000
Apartment,2,Thaltej,8.8,1790,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,11500000
Apartment,3,Thaltej,8.8,1980,10,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,13500000
Apartment,3,Thaltej,8.8,2420,5,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,25000000
Apartment,4,Thaltej,8.8,2800,4,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,19600000
Apartment,2,Thaltej,8.8,1909,-1,0,1,0,0,1,0,1,1,0,0,0,Semi-Furnished,13000000
Apartment,3,Thaltej,8.8,1909,1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,13000000
Apartment,4,Thaltej,8.8,2550,5,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,21500000
Apartment,4,Thaltej,8.8,3700,0,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,20100000
Apartment,2,Thaltej,8.8,1650,-1,0,1,0,0,1,1,1,0,0,0,0,Unfurnished,10000000
Apartment,3,Thaltej,8.8,1395,22,0,0,0,0,0,0,0,0,0,0,0,Furnished,8500000
Apartment,3,Thaltej,8.8,2250,6,0,0,0,0,0,0,1,0,0,1,0,Furnished,11500000
Apartment,2,Thaltej,8.8,1755,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,9000000
Apartment,2,Thaltej,8.8,1260,13,0,0,0,0,0,0,1,0,0,0,0,Semi-Furnished,6600000
Apartment,4,Thaltej,8.8,3430,0,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,31000000
Apartment,3,Thaltej,8.8,1251,0,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,14800000
Apartment,4,Thaltej,8.8,2800,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,19600000
Apartment,3,Thaltej,8.8,1998,9,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,10000000
Apartment,3,Thaltej,8.8,1908,3,0,1,0,0,1,1,1,1,0,1,0,Unfurnished,13000000
Apartment,3,Thaltej,8.8,1908,5,0,1,0,0,1,1,1,1,0,1,0,Unfurnished,13000000
Apartment,3,Thaltej,8.8,1900,5,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,9500000
Apartment,3,Thaltej,8.8,1845,9,1,0,0,0,1,0,1,0,0,0,0,Unfurnished,12500000
Apartment,4,Thaltej,8.8,2772,1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,17000000
Apartment,4,Thaltej,8.8,2772,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,8800000
Apartment,2,Thaltej,8.8,1700,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,8840000
Apartment,2,Thaltej,8.8,1385,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,7202000
Villa,4,Thaltej,8.8,4950,2,1,0,0,1,1,0,1,1,0,0,0,Unfurnished,39000000
Apartment,4,Thaltej,8.8,3400,6,1,1,1,1,1,1,1,1,0,0,0,Furnished,31000000
Apartment,4,Thaltej,8.8,2890,5,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,19000000
Independent House,4,Thaltej,8.8,5310,1,0,0,0,0,1,1,1,1,0,0,0,Unfurnished,60000000
Independent House,4,Thaltej,8.8,4500,1,0,0,0,0,0,0,0,1,0,0,0,Furnished,61000000
Apartment,3,Thaltej,8.8,1650,5,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,9900000
Apartment,3,Thaltej,8.8,1900,4,0,1,1,1,1,1,1,1,1,0,1,Unfurnished,11400000
Apartment,3,Thaltej,8.8,2205,6,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,14400000
Independent House,5,Thaltej,8.8,4725,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,54500000
Apartment,3,Thaltej,8.8,1845,9,1,1,0,0,1,1,1,1,0,0,1,Semi-Furnished,15500000
Independent House,4,Thaltej,8.8,4527,-1,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,60000000
Independent House,4,Thaltej,8.8,3240,1,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,40000000
Apartment,3,Thaltej,8.8,1962,13,0,1,0,0,1,1,1,1,0,0,0,Semi-Furnished,15500000
Independent House,4,Thaltej,8.8,3950,1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,57500000
Villa,5,Thaltej,8.8,5544,10,0,0,0,0,0,0,1,1,0,0,0,Furnished,130000000
Villa,4,Thaltej,8.8,3500,16,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,42500000
Villa,4,Thaltej,8.8,7200,17,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,85000000
Villa,4,Thaltej,8.8,1615,0,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,9590000
Villa,4,Thaltej,8.8,1585,0,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,9450000
Villa,4,Thaltej,8.8,5100,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,41000000
Apartment,3,Thaltej,8.8,1385,-1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,6925000
Villa,4,Thaltej,8.8,4500,13,0,0,0,0,1,0,0,1,0,0,0,Semi-Furnished,75000000
Apartment,3,Thaltej,8.8,600,-1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,10200000
Apartment,4,Thaltej,8.8,3525,3,0,1,0,1,1,0,1,1,0,0,0,Unfurnished,23500000
Apartment,3,Thaltej,8.8,2205,6,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,15500000
Villa,5,Thaltej,8.8,4140,-1,1,1,0,0,0,0,0,1,0,0,0,Furnished,70000000
Apartment,3,Thaltej,8.8,1665,9,1,1,1,0,1,1,1,1,1,1,0,Furnished,12500000
Independent House,5,Thaltej,8.8,4869,1,0,0,0,0,0,0,0,1,0,0,0,Furnished,65000000
Villa,5,Thaltej,8.8,4365,2,1,0,0,1,1,1,1,1,0,1,1,Unfurnished,95000000
Apartment,5,Thaltej,8.8,3620,4,1,1,1,1,1,1,1,1,1,1,1,Unfurnished,22806000
Apartment,3,Thaltej,8.8,2043,7,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,10200000
Apartment,4,Thaltej,8.8,2799,6,1,1,1,1,1,1,1,1,0,1,0,Semi-Furnished,21100000
Apartment,3,Thaltej,8.8,2115,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,10500000
Apartment,2,Thaltej,8.8,1100,15,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,5100000
Villa,3,Thaltej,8.8,2403,10,0,0,0,0,1,1,1,0,0,1,0,Furnished,33000000
Apartment,4,Thaltej,8.8,2810,0,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,15174000
Villa,3,Thaltej,8.8,4050,18,0,0,0,0,0,0,0,1,1,0,0,Semi-Furnished,36000000
Apartment,3,Thaltej,8.8,1962,13,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,16000000
Apartment,3,Thaltej,8.8,1900,4,0,1,1,1,1,1,1,1,1,1,1,Unfurnished,12000000
Apartment,2,Thaltej,8.8,1745,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,8376000
Apartment,3,Thaltej,8.8,1700,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,8160000
Apartment,3,Thaltej,8.8,1655,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,7944000
Apartment,2,Thaltej,8.8,1485,6,0,1,0,1,0,1,1,1,0,1,0,Unfurnished,7500000
Apartment,3,Thaltej,8.8,1700,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,9010000
Apartment,3,Thaltej,8.8,1655,1,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,8275000
Apartment,2,Thaltej,8.8,1385,1,0,1,1,1,1,1,1,1,0,1,1,Unfurnished,6925000
Apartment,3,Thaltej,8.8,1800,13,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,20000000
Apartment,3,Thaltej,8.8,1962,13,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,16100000
Apartment,3,Thaltej,8.8,1440,7,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,6800000
Apartment,3,Thaltej,8.8,1500,1,0,1,1,1,1,1,1,1,0,1,0,Unfurnished,6500000
Apartment,4,Thaltej,8.8,2799,6,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,18000000
Apartment,3,Thaltej,8.8,2202,6,1,1,1,1,1,1,1,1,0,1,0,Unfurnished,14500000
Apartment,3,Thaltej,8.8,2250,6,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,11500000
Apartment,3,Thaltej,8.8,2400,1,0,1,1,1,1,1,1,0,0,1,0,Unfurnished,12500000
Apartment,4,Thaltej,8.8,4060,1,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,25172000
Apartment,3,Thaltej,8.8,2250,5,1,1,1,0,1,1,1,1,0,1,0,Unfurnished,12000000
Apartment,4,Thaltej,8.8,3618,1,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,22431600
Apartment,3,Thaltej,8.8,2295,1,1,1,0,0,1,1,1,0,0,1,0,Unfurnished,14229000
Apartment,3,Thaltej,8.8,2394,1,0,1,0,0,1,1,1,0,0,1,0,Unfurnished,14842800
Apartment,2,Thaltej,8.8,1000,13,0,1,0,0,0,1,1,0,0,1,0,Unfurnished,4000000
Apartment,3,Thaltej,8.8,1945,7,0,1,0,0,1,0,0,1,0,0,0,Unfurnished,8700000
Apartment,3,Thaltej,8.8,2400,7,0,1,0,0,1,0,0,1,0,0,0,Unfurnished,11500000
Apartment,5,Thaltej,8.8,4845,0,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,31000000
Apartment,5,Thaltej,8.8,4775,0,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,28172000
Apartment,4,Thaltej,8.8,2845,0,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,15363000
Villa,4,Thaltej,8.8,2403,11,0,0,0,0,0,0,1,1,0,0,0,Semi-Furnished,28500000
Villa,4,Thaltej,8.8,2403,11,0,0,1,0,0,0,1,1,0,0,0,Semi-Furnished,28500000
Villa,5,Thaltej,8.8,4500,6,1,0,0,0,1,1,1,1,0,0,0,Unfurnished,50000000
Independent House,3,Thaltej,8.8,2970,7,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,36500000
Apartment,3,Thaltej,8.8,1710,18,0,1,0,0,0,0,1,1,1,0,0,Furnished,9500000
Villa,5,Thaltej,8.8,4050,4,0,1,0,1,0,1,0,1,0,0,0,Semi-Furnished,58000000
Apartment,3,Thaltej,8.8,2403,2,1,1,1,1,1,1,1,1,0,1,1,Unfurnished,15138900
Apartment,3,Thaltej,8.8,1655,2,0,1,1,1,1,1,1,1,0,0,1,Unfurnished,8440000
Apartment,3,Thaltej,8.8,1385,2,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,6925000
Apartment,3,Thaltej,8.8,1745,2,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,8899000
Villa,6,Thaltej,8.8,6750,12,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,65000000
Villa,5,Thaltej,8.8,6354,-1,0,1,0,0,0,1,0,1,0,0,0,Unfurnished,50000000
Apartment,4,Thaltej,8.8,2637,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,19000000
Apartment,3,Thaltej,8.8,2133,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,15800000
Villa,5,Thaltej,8.8,4050,4,0,1,0,0,1,1,1,1,0,0,0,Semi-Furnished,59000000
Apartment,4,Thaltej,8.8,3840,9,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,36000000
Apartment,5,Thaltej,8.8,6220,0,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,39800000
Apartment,4,Thaltej,8.8,3618,2,1,1,1,0,1,1,1,1,0,1,1,Unfurnished,22795000
Apartment,3,Thaltej,8.8,1700,2,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,8690000
Villa,4,Thaltej,8.8,2250,-1,0,0,0,0,0,0,0,1,1,0,0,Unfurnished,30000000
